Leaving Group,Count
O.C-[#14](-C)-[N&-]-[#14](-C)(-C)-C,49
F-C(-F)(-F)-C(-O)=O,48
C-C-C-C-O-C=O,48
Br.[#3].C-C-C,48
C-C(-C)-N,48
Br.C.Cl.Cl.C1-C-C-O-C-C-1,48
C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-O-C=O,48
Cl.C-S(-O)(=O)=O,48
Br.N.O,48
O.Cl-C-Cl,47
O.[O&-].C-S,47
C-C.C-C.C-C,47
O.Br-C.C-C(-C)(-C)-O,47
C.Cl.Cl.Cl.O.O.C-C(-C)-C.O-B-O,47
C.O.C-C-N-C-C,47
O=C-c1:c:c:c:c:c:1.O=C-c1:c:c:c:c:c:1.O=C-c1:c:c:c:c:c:1,47
c:c:c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,47
C-C-O-C(-C)=O,47
N.O=[N&+]-[O&-],47
Cl.C-C.C-C-C-C-[#50](-C-C-C-C)-C=C,46
C-c1:c:c:c:c:c:1-S(-O)(=O)=O,46
C.C-C(-C)-[N&-],46
Cl.C#N,46
C.O.O.C=O,46
N=[N&+]=[N&-],46
O.C-[P&+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,46
c:c:n,46
N.c:c:c:n,46
Cl.C-C(-C)(-C)-O-C=O.C-C1(-C)-O-B-O-C-1(-C)-C,46
I.C-C-O,46
Br.C.C-C=O,46
O.C-C-O.Cl-P(-Cl)=O,46
O.C-C-C-O,46
Br.C-C=O.C-C1(-C)-O-B-O-C-1(-C)-C,45
N-O.O-S(=O)=O,45
O.C-N(-C)-C(-O)=[N&+](-C)-C.c:c:c.n:n,45
C.Cl.O-B-O,45
C-C.C-C(-O)=O,45
O.O.[O&-].[O&-].C-N-C,45
O.O.O-C=O,45
Cl.C-O-C=O,45
C-C-C=O,45
F.C-[#14](-C)-C,45
C-[#14](-C)(-C)-C-C-O-C=O,45
C.I.O,45
C-[#13]-C,45
Cl.c1:c:c:c:c:c:1,44
Br.O-C=O,44
Br-C-c,44
O.O.C-C=O,44
Cl.C-C.C-C.C-C,44
C.C.O.C-C.C-C-C,44
O.O=C-O-c1:c:c:c:c:c:1.c1:c:c:c:c:c:1,44
F-S(=O)=O.O-C=O,44
C.Cl.Cl.O,44
O.C-O-S(=O)=O,44
C.I.O-B-O,44
[#82&+3],44
O.O-C-c1:c:c:c:c:c:1,44
C-O-c1:c:c(-O):c(-C2-C(=O)-N(-C-c3:c:c:c:c:c:3)-c3:c:c:c:c:c:3-2):c:c:1-C.c:c:c:c:c,44
O.F-C(-F)(-F)-C=O,43
C.C.C.O.C-C-C,43
C-C-C1=N-C-C-C-N-1-C-C,43
O.C-O-C(-O)-N(-C)-C,43
C-C-C-C=O,43
C-N(-C)-S(=O)=O,43
n.C-C-N-C.c1:c:n:c:n:1,43
C-C-C-S,43
O=C-O-C-c1:c:c:c:c:c:1.O=C-O-C-c1:c:c:c:c:c:1,42
[O&-]-P(-[O&-])-[O&-],42
Cl.O.C-C(-O)=O,42
O.C-N-C.C-[N&+]-C.c:c:c:c:c:n:n,42
C-C-N(-C)-C-C,42
C-C-[N&+](-C)(-[O&-])-C-C.C-C=C,42
F.I,42
C-c1:c:c(-C):c(-S(-O)(=O)=O):c(-C):c:1,42
Br.O.O=C-[O&-],42
C.C-O-B-O-C,42
C-c1:c:c:c(-S(-O)(=O)=O):c:c:1.O-B-O,42
C-C=C.C=C-C-O-C=O,42
C-C.[O&+]-[O&-],42
C.O=C1-C-C-C(=O)-N-1,42
O.C-C.C-C-O-C=O,41
O.O.C-C(-C)-C.Cl-C=O,41
O.[O&-].[O&-].[O&-],41
Br-C-C(-O)-O-C-C,41
I.C-C(-C)(-C)-O-C=O.O-B-O,41
Br.Cl-C(-Cl)-Cl.O=C-[O&-],41
O.[O&-].C-N-C,41
O.C-C-Cl,41
Br.C-C1(-C)-O-B-O-C-1(-C)-C.C1-C-C-O-C-C-1,41
I.C-C-C.C-C-C.C-C(-C)-O,41
C.C.I.C-O,41
C-N(-C)-C(-O)=[N&+](-C)-C,41
Cl.Cl.Cl.Cl,41
Cl.Cl.O-B-O,41
Br.O=C-c1:c:c:c:c:c:1-C=O,41
Br.C.C-O-B-O-C,41
Cl.C-N(-C)-C,41
C-C(=C)-O,41
O.C-N-C=O,41
C-C-S=O,41
[S&-].C-C-O,41
C.C-O-C-C-[#14](-C)(-C)-C,40
O.C-C.C-S(=O)=O,40
C-[#14](-C)-C.F-C(-F)(-F)-S(-O)(=O)=O,40
C.O.C-C-C,40
O-C(=O)-c1:c:c:c:c:c:1,40
C.O.O-C=O,40
Cl.C-C.C-C,40
O.O.[O&-].C-C(-C)(-C)-O-C=O,40
Br.C-C.C-C1(-C)-O-B-O-C-1(-C)-C,40
Br.C-C-N-C-C,40
Br.c1:c:c:c:c:c:1,40
O.O.C-C.C-C-O,40
O.O.C-S.C-C-O-C,40
O.c:c:n.c1:c:n:c:n:1,40
Cl.S.[O&-].C-S.O-O-C(=O)-c(:c):c:c:c,40
C.C-C-O-C,40
O-C=O.[N&+]=[N&-],40
O.C-N-C.C-[N&+]-C.n:c:c:c:c:n:n,40
Cl.O.O=C-[O&-],39
C-C-O-C=O.C-C-O-C=O,39
F.O=C-[O&-],39
Br.[N&+]=[N&-],39
Br.C.C.C,39
C.C.Cl.O,39
Cl.C-C-O-C-C,39
O.O.O.O.[O&-].C-S,39
Cl.O.O.Cl-C=O,39
c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,39
O.C-C-N-C-C,39
C.Cl.C-C=O,38
C.C-N-C,38
Br.F-C(-F)(-F)-C=O,38
C-C=O.O-P(=O)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,38
N-C1-C-C-C-C-1,38
O=S(-[O&-])-O-[O&-],38
O.C-C=O.Cl-c(:c):c:c:c,38
C1-C-C-N-C-1,38
C.O-S(-O)(=O)=O,38
Br.C.C-C-O,38
[O&-].C-S(=O)=O,38
Br.O.O-B-O,38
O.O.C-C.C-C.C-C,38
[O&-].F-C(-F)(-F)-C-O-C(=O)-C(-F)(-F)-F,38
O-P(=O)(-O-c1:c:c:c:c:c:1)-O-c1:c:c:c:c:c:1,38
O.Br-[#12].C-C,38
C-C-O.C-N-C,38
O.c:c:c,38
N.O.C-C.C-C.C-C,38
C.Cl.C-C.C-C.C-N,37
Cl.C-C-N-C-C,37
C-C-C-C-C-C,37
[O&-].C-C,37
O.N-c,37
O-S=O,37
Cl.C-C-N(-C)-C-C,37
O.O.C-C(-O)=O,37
Br.[#3],37
C-C-O-C(-O)-O-C-C,37
C-O-C-C-[#14](-C)(-C)-C.C-O-C-C-[#14](-C)(-C)-C,37
C.C.O.O.[O&-],37
I.C-C.C-C-C-C-[#50](-C-C-C-C)-C=C,37
O.O.O.C-C,37
C-O-C-c1:c:c:c:c:c:1,37
O-c1:c:c:c2:c(:c:1)-C-C-C(-c1:c:c:c:c:c:1)-O-2,37
c1:c:n:n:c:1,37
n:n,37
Cl.C-C=O.C-C=O.C-C=O,37
C-C(-C)(-C)-O.C=O,36
N#C-C-O,36
Cl.S,36
Cl.O=C-c1:c:c:c:c:c:1-C=O,36
N.Br-C-Br,36
Cl.O-S(=O)=O,36
C.Cl.C-C-O,36
O.O-S(-O)(=O)=O,36
C-C(-C)-c1:c:c(-C(-C)-C):c(-S(=O)=O):c(-C(-C)-C):c:1,36
O.O.C-C(-C)(-C)-C=O,36
Cl.C-S,36
O.[O&-].C-[#14](-C)-C(-C)(-C)-C,36
Cl.[#11],36
Br-c1:c:c:c:c(:c:1-C-c1:c:c2:c(:c:c:1-O)-O-C-O-2)-N-C-C-C-C-C,36
O.C-N,36
C.O-S(=O)=O,36
C.C-O.C-O,36
C-C-C-N,36
C-O.C-C(-C)(-C)-O-C=O,36
Br.O.O.[O&-],35
S.C-C.C-C-C.C-C-C.C-C-O-C=O,35
C-O-c1:c:c:c:c:c:1,35
Br.C-O-C,35
c:c:n:c.c1:c:n:c:n:1,35
N.C-C=O,35
Cl.C-C(-C)(-C)-O-C=O.O-B-O,35
C-C-O.C-C-O-C=O,35
C.Cl.C-C,35
Cl.C-B1-O-B-O-B(-C)-O-1,35
O.O=S(=O)-c1:c:c:c(-[N&+](=O)-[O&-]):c:c:1,35
C-C=C.C-C=C,35
Br-[#12].C-O,35
Cl.C-C-O-C,35
O.O=C-c1:c:c:c:c:c:1,35
O.Cl-P-Cl,35
C.F.O,35
N#[N&+],35
O.C-c1:c:c(-C):c(-S(-O)(=O)=O):c(-C):c:1,35
C.O.O.O.[O&-],34
C.C-C(-C)-N,34
C.O.O=C-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1,34
Br.C-N-C=O,34
Br.O.C-C-C-C,34
N.O=C-[O&-],34
C.C.C-C,34
O-[N&+]-[O&-],34
C-C.C-C-C-C-[#50](-C-C-C-C)-C=C.F-C(-F)(-F)-S(-O)(=O)=O,34
O.[#19],34
O.C-C1(-C)-O-B-O-C-1(-C)-C,34
C.C-C-O-C-C,34
C-c1:c:c:c:c:c:1.C-c1:c:c:c:c:c:1.O=C-O-C-c1:c:c:c:c:c:1,34
[O&-].C#N,34
I.N#C-[#29],34
C.O.C-C(=O)-O-[B&H1&-](-O)-O-C(-C)=O.C=O,34
O.O.F-C(-F)-F,34
O.C-C-C-C-C,34
C1-C-C-O-C-C-1.c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,34
C-C(-C)-O-C=O,33
O.Br-P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,33
Br.C-C-C-C-[#50](-C-C-C-C)(-C-C-C-C)-C=C,33
C.Cl.O.O.C-C(-C)(-C)-O,33
O.O.C-C-C,33
C-C-c1:c:c:c:c:c:1,33
Br.C-C.C-C,33
Br.C-[#14](-C)-C(-C)(-C)-C.O-B-O,33
O.O=S(=O)-c1:c:c:c:c:c:1,33
C-C.C-C-C,33
N.O.C-C-O,33
Cl.C-C-C-C=O,33
Br.C-C(-C)-[#14](-C(-C)-C)-C(-C)-C,33
C.O.O.C-C-O,33
Cl.Cl-C(-Cl)-Cl,33
O.C-C(-C)-[#14](-C(-C)-C)-C(-C)-C,33
O=S(=O)(-N-C-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,33
Cl.C-[#30],33
S.c1:c:n:c:n:1.c1:c:n:c:n:1,33
O-P(=O)-[O&-],33
C-C-O.C-C(-O)=O,33
I.C-C-C,33
C-O.C-C=O,33
C.C.C.Cl,33
Cl.C-N-C=O,33
C-O.C-O.C-O.C-O,33
C.Cl.O.[O&-].[O&-],33
O-c1:c:c:c:c:n:1.O-c1:c:c:c:c:n:1,33
O.O.C-[#14](-C)-C(-C)(-C)-C,33
I.C-C(-C)(-C)-O-C=O.C-C1(-C)-O-B-O-C-1(-C)-C,33
Cl.O-B(-O)-O,33
C-C-N-C(-C)-C,33
Cl.C-S(=O)=O,33
Cl.O.C-c1:c:c:c:c:c:1,32
C.Cl.O.O,32
O.C-N(-C)-C(-O-n1:c:c:n:n:1)=[N&+](-C)-C,32
[O&-]-S-[O&-],32
Cl.O.C-C-C-C,32
S=S(-[O&-])-[O&-],32
O.O=[N&+]-[O&-],32
O-P(-O)=O,32
Br.C-O-C-C-[#14](-C)(-C)-C,32
Br.C-C.C-C.C-C-O,32
Br.C#N,32
Br.O=[N&+]-[O&-],32
c:n,32
C-N-C.C-N-C,32
O.C=C,32
O-B(-O)-c1:c:c:c:c:c:1,32
C-c1:c:c:c:c:c:1.C-C(-C)(-C)-O-C=O,32
C-N-C.O-C=O,32
Br.Cl.O,32
Cl.Cl.Cl.C-C-C,32
C-C-C(-C-C)-C(-[O&-])(-[O&-])-[O&-],32
c:c:c:n,31
O.C-N(-C)-C(-O-n:n:n)=[N&+](-C)-C,31
O.C-[N&+](-C)=C-O-n1:n:n:c2:c:c:c:n:c:2:1,31
C.C.O.C-[N&+](-C)=C-O-n1:n:n:c2:c:c:c:c:c:2:1,31
O.O.c:c,31
C.C-O-c1:c:c:c(-C):c:c:1,31
O=S(-N1-O-C-1-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,31
Br-[#12].C-C.C-C-O-C=O,31
O.O.n:n,31
I.O.O.[O&-],31
[n&H1]1:c:c:n:c:1,31
O.C-C(-C)-C.Cl-C=O,31
C-C.C-C(-C)-C,31
C-C.N-C=O,31
Br.Br.C-C,31
C-C-N.c:n,31
Br.C1-C-O-C-C-N-1,31
O.Cl-O,31
Cl.S.[O&-].C-C-S.O-O-C(=O)-c:c:c:c,31
C.[O&-].C-C.C-C,31
C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,30
Cl.O.C-N(-C)-C,30
O.C=C-O,30
C-C.O=C1-C-C-C(=O)-N-1,30
C.C-C.C-C-C,30
Br.C-C-[N&+](-C)(-[O&-])-C-C,30
[N&+]=[N&-].[N&+]=[N&-],30
O.c1:c:c:c(-[P&H1](-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,30
C.C.I,30
Br.O.C-C-O,30
Cl.C-C=O.C-C1(-C)-O-B-O-C-1(-C)-C,30
C=O.c1:c:c:c:c:c:1,30
Br.N#C-[#30],30
C.Cl.C-N-C=O,30
F.F.F.O.O.O.C=C,30
C.O.C-C.C-C-O,30
Cl-C=O.c:c:c:c:c,30
Br.C-C-[O&-],30
Cl.O.O=[N&+](-[O&-])-c1:c:c:c:c:c:1,30
Cl.O.O.O,30
O.O.[O&-].[O&-].C-O-S(=O)=O,30
N.O-C=O,30
C.O.C-C-O-C,30
Cl.O.C-Cl,30
C-C.F-C(-F)(-F)-S(-O)(=O)=O.O-B-O,30
Br.C-S-C,30
C-C(-C)-C.C-C(-C)-C.C-C(-C)(-C)-O-C=O,30
C1-C-N-C-C-N-1,30
C.N.O.c,30
Br.C=O,29
C.C.Cl.C-C,29
O.O.C-S.C-C=O,29
C-O-c1:c:c:c(-C):c:c:1-O-C,29
O.Br-c.C-C(-C)(-C)-O,29
Cl.C-C(-C)(-C)-O.O-C=O,29
O.[O&-].O-C=O,29
C.C.F,29
Br.c:c:c:c,29
C-C(-C)-N-C(-C)-C,29
C.I.C-C1(-C)-O-B-O-C-1(-C)-C,29
Br.C-O-c1:c:c:c(-C):c(-O-C):c:1,29
N-O,29
Cl.O.C-C-O,29
O.C-C(-C)(-C)-C=O,29
I.Br-[#12],29
C.C-C.C-C.O-C=O.O=P(-N=[N&+]=[N&-])-O-c1:c:c:c:c:c:1.c1:c:c:c:c:c:1,29
Cl.C-[#14](-C)-C(-C)(-C)-C.C-C1(-C)-O-B-O-C-1(-C)-C,29
Cl.O.C-S.O-O-C(=O)-c(:c):c:c:c,29
[O&-].C-c1:c:c:c(-S(=O)=O):c:c:1,29
Cl.c:c:c:c,29
[O&-].C-C-O,29
C.C-S(=O)=O,29
Br.C-C(-C)(-C)-S=O,29
Cl-n1:c(=O):n:c(=O):n(-Cl):c:1=O,28
C1-C-C-C-C-C-1,28
C-C-C.O-C=O.O=P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.[N&+]=[N&-],28
C.O.C-c1:c:c:c(-S(=O)=O):c:c:1,28
C.O.C-C-C-N=C=N-C-C,28
Br.C1-C-C-N-C-C-1,28
C-O.C-N-C,28
C.O.C-N,28
C1-C-C-C-C-1,28
I.C-C.O-B-O,28
N.c1:c:c:c:c:c:1,28
O.c:c:c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,28
O.C-C.C-C(-C)(-C)-O-C=O,28
C-C(-O)=O.c:c:c:n,28
O.C-C-C(-C)-C,28
C.Cl.O.C-C(-C)(-C)-O,28
Br.O=S(=O)(-N-S(=O)(=O)-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,28
C-C(-C)(-C)-O-C=O.c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,28
Cl.C-C1(-C)-C-O-B-O-C-1,28
Cl.O=[N&+]-[O&-],28
C.C.C-O.C-O,28
Cl-S=O,28
C-C(-C)(-C)-O-C=O.C-S(-O)(=O)=O,28
F.O.O.[O&-],28
C-c,28
C-C-Cl,28
O=C(-O-[O&-])-c1:c:c:c:c:c:1-C-[O&-],28
Br.C.C-C(-C)-O-B(-C=C)-O,28
O.[n&H1]:c:n,27
C.O.C-C=O,27
O-S(=O)(=O)-[O&-],27
Cl.O.C-C-C,27
C.C.O.C-C-N=C=N,27
[O&-].[O&-].C-O,27
C-C.N#C-c,27
C-C(-O)=O.C-C(-O)=O,27
N.c:c:n:c.c1:c:n:c:n:1,27
C.O.N-c,27
Br.C-C(-C)-[N&+]-[O&-],27
C.[#3].C-C-C,27
N.C-C-C,27
Cl.Cl.Cl.Cl-C(-Cl)(-Cl)-O.O-c,27
Br-C(-Br)-Br,27
C-[N&+]-C,27
C-C=C.C-N-C.c:c:c,27
C.C.c:c:c:c:c,27
Cl.O=C-c1:c:c:c:c:c:1.O=C-c1:c:c:c:c:c:1.O=C-c1:c:c:c:c:c:1,27
C-C=O.C-C(-O)=O,27
Br.Cl.Cl,27
Cl-C(-O)=O,27
F-C(-F)-S(=O)(=O)-[O&-],27
Br.Br.C,27
Br.C-C-N-C(-C)-C,27
Br.C-[#30],27
Br.C-C-[#30],27
C.C-[#14](-C)-C(-C)(-C)-C,27
O=C1-N-C(=O)-c2:c:c:c:c:c:2-1,27
Br.C-N(-C)-C,27
O.C-S=O,27
C-[#14](-C)-C.O=C1-C-C-C(=O)-N-1,27
Br.N.C-C-C-C,26
I.O-B(-O)-O,26
Cl.Cl.O.C-C(-C)-C.O-B-O.O-C=O,26
C-C(-C)(-C)-O-C(-N)=O,26
Cl.Cl.Cl.C-C1(-C)-O-B-O-C-1(-C)-C,26
C.C.O.C-C-O,26
C.C.Cl.Cl,26
N-c,26
Br.C-C-O-C=O,26
Cl.O.C-C=O,26
C-C(-O)=O.C-[#14](-C)-C,26
O.C-N(-C)-C(-O)=[N&+](-C)-C.n:n,26
C.O.O.C-C(=O)-O-[B&H1&-](-O)-O-C(-C)=O,26
Cl.c:c:c,26
Cl.Cl.C-C1(-C)-O-B-O-C-1(-C)-C,26
O.O.C-C.O=c,26
O.O.c,26
O.C-C-C(-O)=O,26
C-N(-N=O)-S(=O)(=O)-c1:c:c:c:c:c:1,26
Br.C-[#14](-C)-C(-C)(-C)-C.C-C1(-C)-O-B-O-C-1(-C)-C,26
C-O-C(-C)(-C)-O,26
c:c:c:c:n,26
C.C-C-[C&*&H1]1-C-N2-C-C-[C&*&H1]-1-C-[C&*&H1]-2-[C&*&H1](-O-c1:n:n:c(-O-[C&*&H1](-[C&*&H1]2-C-[C&*&H1]3-C-C-N-2-C-[C&*&H1]-3-C-C)-c2:c:c:n:c3:c:c:c(-O-C):c:c:2:3):c2:c:c:c:c:c:1:2)-c1:c:c:n:c2:c:c:c:c:c:1:2,26
C.C.C.C-C(-C)(-C)-O,26
Br.Br.O-B-O,26
Cl.O=C1-C-C-C(=O)-N-1,26
C-c1:c:c:c(-S(-O)(=O)=O):c:c:1.C-C(-C)(-C)-O-C=O,26
Br-C(-F)(-F)-C(-F)-F,26
O.C-C(-C)-C.C-C(-C)(-C)-O-C=O,26
I.C-[#14](-C)-C(-C)(-C)-C,26
I.F-[B&-](-F)-F,26
O.C-S(-O)(=O)=O,26
C.C.N.O.C-O.C-O,26
Cl-C(-Cl)(-Cl)-C=O,26
n,26
C-C(-C)(-C)-O-C=O.O=C-O-C-c1:c:c:c:c:c:1,26
C-c1:c:c:c(-[N&+](=O)-[O&-]):c:c:1.O=C-O-C-c1:c:c:c(-[N&+](=O)-[O&-]):c:c:1,26
O.C-C=C.C=C-C-O-C=O,26
Cl.C-C=C,25
N.O=C1-N-C(=O)-c2:c:c:c:c:c:2-1,25
Br-[#12].C-C-O,25
C=O.C=O,25
O=S-c1:c:c:c:c:c:1,25
C.C.O.O.C=O,25
Br.O.O.C-C,25
Cl.O=C-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1,25
C-O.C-C-C,25
C-C-O-C=O.C-C(-C)(-C)-O,25
C-C-C.O-C=O,25
F.C-N-C,25
N.[N&+]=[N&-],25
O.O-c,25
C-C(-O)=O.[N&+]=[N&-],25
Cl.O.C-C(-C)-C,25
Br.O.C-N(-C)-C,25
Cl.C-C=O.C-C=O,25
[#11],25
O.O=C-n1:c:c:n:c:1.c:n,25
C.O.c:c:c:c,25
Br.N-C-N,25
Cl.C-C.C-C-C.C-C-C,25
C.C-C.C-C.O-C=O,25
O-C=O.O-C=O,25
O.F-C(-C(-F)(-F)-C(-F)(-F)-C(-F)(-F)-F)-S(-F)(=O)=O,25
Cl.C-C.C-C-C-C-[#50](-C-C-C-C)-C-C-C-C,25
N.C-[#14](-C)-C,25
O.O-C-C-O,25
C-C.C-S(-O)(=O)=O,25
N.C-Cl,25
C.C.C-C-C.C=O,25
C-O-C-O,25
Br.C.C-O,25
C.O.C#N,25
C.C.C-C-O-C=O,25
O=S(-[O&-])-O-O-S(=O)(=O)-[O&-],25
O.C-C.C-C-O-P(=O)-O-C-C,25
Br.O=C-O-C-c1:c:c:c:c:c:1,25
Cl.c:c:c:c:c,25
O=S(=O)-c1:c:c:c(-[N&+](=O)-[O&-]):c:c:1,24
I.[O&-],24
Cl.C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-O-C=O,24
C-C(-C)(-C)-S,24
N-c:c.c:n.c1:c:n:c:n:1,24
N#C-S,24
C.Cl.Cl.O.O.O.C-C(-C)-C.O-B-O,24
Br-C(-Cl)(-Cl)-C(-Cl)-Cl,24
C-C-C-C-C1=N-C-C-C-N-1,24
O.C-O-c1:c:c:c(-C):c:c:1-O-C1-C-C-C-C-1,24
C1-N-C-N2-C-N-C-N-1-C-2,24
C-c1:c:c:c:c:c:1.O-B-O,24
Cl.O.c1:c:c:c:c:c:1,24
O=S-[O&-],24
C-C(-C)-C.C-C(-C)-C.C-C(-C)-C,24
Cl.c:c:c:c:n,24
Br.C-[O&-],24
C.O.C-C-O-C(-O)-O-C-C,24
C.C=O.c:c:c:c:c.c1:c:c:c(-P(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,24
[N&-].C-C(=O)-N-c1:c:c:c(-S(=O)=O):c:c:1,24
C.F-C(-F)(-F)-S(-O)(=O)=O,24
C.C.C-C-O,24
C.C.C-C-N-C-C,24
C-C1-C-C-1,24
C-N=C=N-C-C-C-N(-C)-C,24
Br-[#12].C-N-C,24
C-C(-N)=O,24
O=C-c:c:c:c:c,24
C-N-P(=O)(-N(-C)-C)-N(-C)-C,24
C-C(-C)(-C)-N,24
C-C=O.O=C-c1:c:c:c:c:c:1,24
C-O-C=O.C-O-C=O,24
C.C-C.C-C=O,24
O.C-C.C-C=O,24
C-c1:c:c:c:c:c:1.[N&+]=[N&-],24
O.C-c1:c:c:c:c:c:1.O=C-O-C-c1:c:c:c:c:c:1,24
C-O.Cl-P(-Cl)=O,24
C.Cl.C-O,24
Cl-P(-Cl)=O,24
C.c:c:c,24
N.Br-[#12].C-C.C-C,24
O=C-O-c1:c:c:c:c:c:1,24
I.C-C-C-C,24
C.C.O.O.O,24
C-C.C-c1:c:c:c:c:c:1,24
Br.O.C-C=O,24
C-[#14](-C)-C.[N&+]=[N&-],24
Cl.Cl.C-C.C-C,24
C.C-N,24
Cl.C-O.C-O,24
C.C.C-C=O,24
Br-[#12].C-C.C-O-C=O,24
O.O.c1:c:n:c:n:1,24
I.O.C-C,23
O.c.C-N(-C)-C(-O-n:n)=[N&+](-C)-C,23
Br.C-C-O.C-C-O,23
O.C-N(-C)-[P&+](-O)(-N(-C)-C)-N(-C)-C.n:n:c1:c:c:c:c:c:1,23
Br-C.C-N-C=O,23
O.Cl-c1:n:c:n:c(-Cl):n:1,23
O.c1:c:n:c:n:1.c1:c:n:c:n:1,23
I.C-c1:c:c:c:c:c:1,23
C-Cl.C-N-C=O,23
C.O.O.C-C,23
O-S(=O)(=O)-c(:c:c):c:c,23
Br.C.C.C-C-N-C-C,23
C.O=[N&+]-[O&-],23
Cl-C(-Cl)(-Cl)-S(-O)(=O)=O,23
O.c.C-C(-C)-C.O-n:n:n,23
C.C.C.O.O,23
Br.C.C.C=O,23
C-C-N-C,23
O.C-C#N,23
O.C-C-C.C-C-C,23
C-S.C-O-C(-N)=O,23
C-O-C(-O)=O,23
Br.C-O-c1:c:c:c(-C):c(-O-C):c:1.O-B-O,23
Cl.C-C.C-C-N-C-C,23
O.C-C.c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,23
[#34]-c1:c:c:c:c:c:1,23
Cl.O.O.[O&-].[O&-],23
C-C.C-O,23
C-C-O-C.C-N-O-C,23
C.Cl.C-C1(-C)-O-B-O-C-1(-C)-C,23
I.C-C1(-C)-O-B-O-C-1(-C)-C.C1-C-C-O-C-C-1,23
C-C(=O)-[O&-],23
I.C-C=O,23
C-S.C-C(-C)(-C)-O-C=O,23
F.O=C-c1:c:c:c:c:c:1,23
C.O.C-O.C-O,23
C.O.C-N-C,23
C-C(-C)(-O)-O.C-C(-C)(-C)-O-C=O,22
O-S(=O)(=O)-c(:c):c:c,22
C-C-O-I1(-O-C(-C)=O)(-O-C(-C)=O)-O-C(=O)-c2:c:c:c:c:c:2-1,22
Cl.Cl.O.c,22
C.C-C-N,22
O.O.C-C(=O)-O-[B&H1&-](-O)-O-C(-C)=O,22
O.O=c:o,22
C-C(-C)-C.C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,22
Br.O=C-c1:c:c:c:c:c:1,22
Br.O.[O&-]-C-[O&-],22
C.Cl.O.O.[O&-],22
O-C=O.O=C1-C-C-C(=O)-N-1,22
C.C-c1:c:c:c(-S(=O)=O):c:c:1,22
Br.C-C-C.C1-C-C-C(-P-C2-C-C-C-C-C-2)-C-C-1,22
Br.Br.Br,22
O-c1:c:c:c:c:c:1.O=C-O-c1:c:c:c:c:c:1,22
Br.O.O.C-O,22
C-C1(-C)-N-C(=O)-N(-Cl)-C-1=O,22
O.[O&-].C-C(-C)(-C)-O-C=O,22
C.F-C(-F)(-F)-C=O,22
O.C-C-O-C=O.C-C(-C)-C,22
C.O.Br-B-Br,22
O.C-C.C-C.C-C-O,22
I.O=C-[O&-],22
Br.C.C.C.C-C(=C)-B(-O)-O,22
O.N-C=O,22
[#19],22
C-S(=O)=O.C-C(-C)(-C)-O-C=O,22
C-[#14](-C)-N-[#14](-C)(-C)-C,22
[O&-].C-C-C-C-C-C=N-C-C-C,22
C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-O-C=O.O-C1-C-C-C-C-O-1.O-C1-C-C-C-C-O-1,22
O-B-[O&-],22
C-C.O-C=O.c:c:c:c1:[n&H1]:n:n:c:1,22
Cl.O.C-C=O.C-C=O.C-C=O.C-C=O,22
O.C-C.Cl-[#12],22
Br.O.[O&-].[O&-].O-B-O,22
C-O-c1:c:c:c(-C):c(-O-C):c:1.C-C(-C)(-C)-O-C=O,22
Cl-S(-O)(=O)=O,22
Br.C-C(-C)(-c:c:c:c:c-P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1)-c1:c:c:c:c(-P(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:1,22
O.O=C1-N-[C&*&H1](-C-c2:c:c:c:c:c:2)-C-O-1,22
C-C-C(=O)-O-C,22
C.O.[#19],22
Br.C-C-O-C,22
