Leaving Group,Count
C.C.O.O.[O&-].C-N-C,1
Cl-c1:c:n:c(-Cl):c2:c:c(-S(=O)(=O)-N(-C-C(-O)=O)-C-c3:c:c:c:n:c:3):c:c:c:1:2,1
O.C-N-C(-N(-C)-C)-N(-C)-C,1
C.N.O.s.C-C-O.C-C-O.C-C(-C)-c:s:c(-N-c1:c:c:c:n:c:1):c-C(-O)=O,1
Cl-C(-Cl)(-Cl)-C(-O)=O,1
C-O-C-c1:c:c:c:c:c:1.C-O-C-c1:c:c:c:c:c:1.C-O-C-c1:c:c:c:c:c:1,1
C.C-C-C(=O)-O-C,1
C.C.C.O.O.C-O-S(=O)=O,1
C-c1:c:c:c(-O):c(-c2:n:n(-C):c:c:2-C#C-c2:c:c:c(-N-C(=O)-C3-C-C-C-C-N-3):c:c:2):c:1,1
C.Cl.C-C-O-C-Cl,1
[#3].C-C=O,1
C.C-c1:c:c:c:c:c:1-P-c1:c:c:c:c:c:1-C.O-B(-O)-c1:c:c:c:c:c:1.c:c:c:c.c:c:c:n,1
C-O-C(=O)-C(-C-c1:c:c:c2:c(:c:1)-C(-S-c1:c:c:c:c:c:1)-C-C(-c1:c(-Cl):c:c:c:c:1-Cl)-N-2)-N-C-c1:c:c:c:c:c:1,1
Br.C-n1:c:n:c2:c(-I):c:c:c:c:2:c:1=O.C-C(-C)(-C)-O,1
C-C-[C&*&H1](-O)-[C&*&H1](-O)-[C&*&H1](-O)-[C&*&H1]-O,1
C-C-C-N(-C(-C)=O)-c1:c:c:c:c:c:1,1
O.O.O.C-C.C-C.C-C=N,1
F.C-c1:[n&H1]:n:c(-O-C-C(=O)-C(-C)(-C)-C):c:1-c(:c):c:c,1
C-C.C-O-[C&*&H1]1-C-C-[C&*&H1](-N-C2-C-C-C-C-2)-C-C-1.N-c1:n:c:c:s:1.O-C(=O)-C-S,1
Cl.F.Br-c:s.C-C(-C-c(:c-Cl):c-Cl)-N-C(=O)-c1:c:n(-C):n:c:1-C(-F)(-F)-F,1
F-c1:c:c:c:c:c:1:c(=O):o:c=O,1
F.C-c:c:c:c,1
O.O=C-C1-C-C-N-C-C-1,1
Cl.N#C-c(:c):c:c.O=[N&+]-[O&-],1
C-C-C-N-C=O.C-c1:c:c:c(-S(=O)-[O&-]):c:c:1,1
C.N#C-[C&*&H1]-C-O-C-S-c1:c:c:c:c(-C(-O)=O):c:1,1
C.F.O.O.C-C(-C)-C-n1:n:c(-c2:c:c:c(-S(-C)(=O)=O):c:c:2):c:c(-C):c:1=O.C-C(-C)(-C)-O,1
C-c1:c:c:c:c:c:1.C-c1:c:c:c:c:c:1.O=C-O-C-c1:c:c:c:c:c:1.O=C-c1:c:c:c:c:c:1.O=C-c1:c:c:c:c:c:1,1
Br.C.C-C.C-C.C-C=O.C-C=O.C-C=O,1
C-O.C-C-C-C-C-C-C-C-C-C-C-C-C-C-C.C-C-O-C-C.C-C1-C-O-1,1
O.C-C-N.O-n:n.c:c:c:c,1
C.C.C.O.Cl-C-Cl.c:c:c:c,1
Br.Br.Br-c1:c:c2:c:c:c:c:c:2:c:c:1-Br,1
O.O-C-c1:c:c:c:c:c:1.O-C=O,1
C.Cl.c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c2:c:c:c:c:c:2:c:1-c1:c(-P(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:c2:c:c:c:c:c:1:2,1
Br.C-C=O.C-C=O.C-C=O.C-N-C.C-C(=O)-[O&-].[O&-]-C-[O&-],1
Cl.Cl.Cl-C(=O)-C-n:c=O,1
Br.Br-[#12].C-[#14](-C)-C(-C)(-C)-C.C-[#14](-C)-C(-C)(-C)-C,1
C-C(-C)-C.F-C(-F)-O-c1:c:c:c2:c(:c:n:n:2-C-C2-C-N-C-C-O-2):c:1,1
C-[C&*&H1](-N-C(=O)-N1-C-C-O-C-C-1)-C(-O)=O.c1:c:c:c2:c:c:c:c:c:2:c:1,1
C-O-c1:c:c:c:c(-O):c:1,1
O.C-C(-C)-C.O-C-C-O,1
C.Cl.c,1
C-c(:c):c:c:c.C=O,1
C.F.O.O.O.C-C(-C)-C-n1:n:c(-c2:c:c:c(-S(-C)=O):c:c:2):c:c(-C):c:1=O.C-C(-C)(-C)-O,1
C.C.C.C#N.C#N.O-S(=O)=O,1
F-C(-F)(-F)-c1:c:c:c:c:c:1-N,1
[C&-].C-C-C-C,1
Cl.Cl.O-c:c:c:c:c,1
C.F-C(-F)(-F)-O-c(:c):c:c,1
C.C.C.C.N.N.C-N-C.O-C=O,1
Cl.O.Cl-C=O.O=[N&+]-[O&-],1
O.O.C-C(=C)-C-C-c.Cl-c,1
Cl.C-C.O=C-[O&-].C1-C-N-C-C-N-1,1
Br-c:c:c:c-O.C-C-C(-C)=O,1
N.O.C-C(-C)-c1:c(-S-c2:c:c:c:c:c:2):n:c(-C-O):n:1-C,1
O.O.C-C.c:c:c:c,1
O.Br-C.N-c1:c:c:c:c:c:1,1
O.C-O.C-[#14](-C)-C.C-[#14](-C)-C,1
C.O.[O&-].[O&-].C-N,1
Br.Cl.Cl.O.C-C,1
C-O.C-O-C(=O)-N=C(-N)-S-C,1
Cl.Cl.O.Cl-C(-Cl)-c.O=C-[O&-],1
C-C-C.Cl-C(=O)-C-S.c:c:c,1
N.[#11],1
C-N.C-C-C-C=C-C=O,1
Br.[n&H1]1:n:n:c2:c:c:c:c:c:1:2,1
C-O-c(:c:c):c:c.[O&-]-[I&+3](-[O&-])-[O&-],1
C-C-N=C.C-N-C.O-n:n:n.O-C(=O)/C=C/c1:c:c:c:c:c:1,1
C.S.C-C.C-C-O-C=O,1
F.O.O.O.[n&H1].C-O-C(=O)-c(:c):c:c:c.F-c.O=c(:[n&H1]):c1:c:c:c:c:c:1,1
C-O-C-O-c1:c:c:c(-O-C):c:c:1-C=O,1
C.O.C-N.C-C(-O)=O.c1:c:c:c:c:c:1.c1:c:c:c:c:c:1,1
C-C-C-C(=O)-C(=O)-C(-C-C1-C-C-C-C-C-1)-N-C(=O)-[C&*&H1](-N)-C-C(-C)-C,1
C-C(-C)-C-C-C(=O)-c1:c:c:c:c:c:1.C#C,1
C.C.O.C-C.C-C-N=C=N.c:c:c.C1-C-N-C-C-N-1,1
Br-C-c(:c):c:c.C-N(-C(=O)-c1:c:c(:c:s:1)-C)-c1:c:c:c:c:c:1-Cl,1
C.Cl-C-C-N1-C-C-N(-C2-C-C-C-2)-C-C-1,1
O.[C&-].C-O-C=O.C-c1:c:c:c(-S(=O)=O):c:c:1,1
C.C-O-C.O-S(=O)(=O)-c:c.C1-C-C-O-C-C-1,1
Br.O.O.Br-[#12],1
Br.C-N-S(-C)(=O)=O.C-[C&*&H1]-c1:c:c:c(-F):c:c:1,1
C.C.O.C-C.C-N.C-C-C.O=C1-C-C-C(=O)-N-1,1
F-C(-F)(-F)-S(-O)(=O)=O.c:c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1
C.C-C.C-C.C-O-C=O,1
C-n1:c:n:c(-c2:c:c:c:c:c:2):n:1,1
C.I.O.[O&-]-C-[O&-],1
N.[N&H3&+].N-[O&-],1
C.C.C.O.C-C.C-C-N-C(-C)-C.C-C(-C)(-C)-O-C=O.O-n(:c:n:c):n:n,1
C-C-C(-O-C)(-c1:c:c(-F):c:c(-S-c2:c:c:c(-C(-C)-Cl):c:c:2):c:1)-C-C.N-O,1
O.n.C-C(-O)=O.O-C-[C&*&H1]1-O-[C&*](-C-O)(-O-[C&*&H1]2-O-[C&*&H1]-[C&*&H1](-O)-[C&*&H1](-O)-[C&*&H1]-2-O)-[C&*&H1](-O)-[C&*&H1]-1-O.[n&H1]:c:n.c:c:o.c:c:c1:c:c:c:c:c:1,1
Cl-c1:c:c:c(-Cl):c(-C2(-C-c(:n):n)-C-C-C-C-2):c:1,1
C.C.Cl.C-C.C-O.O-C=O,1
C.C.O=C-N1-C-C-C2(-C-C-1)-O-C-C-O-2,1
C.Cl.C-C.C-O.O-S(=O)=O,1
Cl.O.O.O.C-C.C-O,1
C-C-C.F-C(-F)-F.c1:c:n:c:n:1,1
Br.C-C-O.C-C-O.C-C-O.Cl-[#12],1
C-C-O.C=S,1
C.O.O.O.[O&-].C=N,1
O.C-O-C.C-O-C.C-O-C,1
C-c1:c:c:c:c(-O):c:1.O=P=O,1
C.C-O.C-C(-O)-c1:n:c2:c(-N3-C-C-O-C-[C&*&H1]-3-C):n:c(-Cl):n:c:2:n:1-C,1
C.C.C.C-Cl.C-O.C-O,1
C.O.C-C-C.C-C-O-C-C.Cl-C(-Cl)(-Cl)-C-O,1
Br-C.c:c:c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c2:c:c:c:c:c:2:c:1-c1:c(-P(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:c2:c:c:c:c:c:1:2,1
C.C-O.C-c1:n:c(-c2:c:c:c(-O-C(-F)(-F)-F):c:c:2):s:c:1-C(-O)=O,1
O.Br-c1:c:c:c(-C-S-c2:c:c:c:c(-O):c:2):c(-C-O-C):c:1-O-C,1
C.F.C-C(-C)(-C)-C=O,1
C-C(-C)(-C)-O-C(=O)-N-C-C-N,1
C.Cl.C=C-C-Cl,1
Br-c1:c:c:c(-C-S):c(-C(=O)-O-C):c:1-O-C.O-c1:c:c:c:c:c:1,1
O-P(-O)(=O)-O-P(-O)(=O)-O-P(-O)(-O)=O,1
O.C-C-O.[n&H1]:c1:c:c:c:c:c:1,1
C-N(-N=O)-S(=O)=O.O-C(=O)-c,1
O-c:c:c.O=[N&+]-[O&-],1
C.Cl.C-C.O(-c1:c:c:c:c:c:1-P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1-P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1
N.O.O.O.C-C(=O)-O-[B&H1&-](-O)-O-C(-C)=O,1
Cl.N.S,1
Br.C-O-c1:c:c(-C):c:c(-O-C):c:1,1
C.O.C-O.C-O-c(:c):c:c:c:c:c,1
C.F.F.F.O.O.C-C-N-C-C,1
C.O.O.C-O-c:c:c:c,1
C-n1:c(-S):n:n:c:1-C-c1:c:c:c(-I):c:c:1.Cl-c1:c:c:c:c:c:1,1
C.C-C.O=C-N1-C(=O)-O-C-[C&*&H1]-1-C-c1:c:c:c:c:c:1,1
C-O-c1:c:c(-C-O):c:c:c:1-c1:c:c:c:c:c:1,1
C-O-c1:c:c:c(-C):c:n:1,1
O.Cl-S=O.O=[N&+](-[O&-])-c1:c:c:c:c:c:1,1
C.O-S(=O)(=O)-c(:c:c):c:c.c1:c:c:n:c:c:1,1
C.O.C-C-C.C-C-C.C-N-C.C-[N&+]-C.c1:c:c:c2:n:n:n:c:2:c:1.c1:c:c:c2:n:n:n:c:2:c:1,1
C.I.C-C.c:c:c:c,1
O-C-c:c.O=[N&+](-[O&-])-c:c:c,1
O.C-c:c:c.C-C(-O)=O.C=O.c:c:c(-c1:c:c:c:c:c:1):c,1
O.C-C(-C)(-C)-O-C(=O)-N1-C-C-C(-O)-C-C-1.O-C(=O)-C1-C-N-C-1.c1:c:c:c:c:c:1,1
Br.C.O.C-C.C-C.C-O-C-C-[#14](-C)(-C)-C,1
C.Cl.Cl.Cl.Cl.O.O.O.C=O,1
C.Cl.F-c1:c:c:c(-C=O):c:c:1.O=S-[O&-],1
C.O.[O&-].n.C-c1:c:c(-C):c(-S(=O)=O):c(-C):c:1.O=C-c:c.n:n:n,1
Br.C.C.C-C.C-C-C-[C&*&H1]-N.[O&-]-C-[O&-],1
C.C.C.O.O.c.Br-C-C-C,1
N-c1:c:c:c:c:c:1.n:n,1
O.O.C-O.C-C(-C)=O,1
C-C-O.Cl-c1:c:c:c(-N):c(-C-N):c:1-Cl,1
O.C-C-C.C-N(-C)-C(-O-n:n:n)=[N&+](-C)-C.c:c:n,1
N.C-C(-C)-O,1
C.C.C.N-c1:c:c:c(-N-[C&*&H1]2-C-C-N(-C(-O)=O)-C-2):n:c:1,1
N.O.O.C-C-C(-C)-C-N-C-c1:c:c:c(-c:c):s:1.C-C-S(=O)(=O)-N1-C-C-C(-c:c)-C-C-1,1
O.C-C-C-C.[n&H1]1:c:c:n:c:1.[n&H1]1:c:c:n:c:1,1
Cl.C-C.C-C.C-C(-N)=O,1
Cl.C-C(-C)(-C)-C=O.F-c(:c):c,1
C.C-C-O.N-C1(-C#N)-C-C-C(-N-S(=O)(=O)-c2:c:c:c:c:c:2)-C-C-1,1
C-C-C-c1:c:c:c:c(-C(-F)(-F)-F):c:1,1
C.O.O.C-O-C(=O)-c:c:c(-C(=O)-O-C):c,1
Cl.N.O.[O&-].C-C-C-C-N-c1:c:c:c(-C(=O)-c2:c:c:c:c:c:2):c:c:1,1
C.C.F.O.C-C,1
Br-C-C-O-C(-C)(-C)-C.C-[C&*&H1]1-N-C(=O)-O-[C&*&H1]-1-c1:c:c:c:c:c:1,1
Cl-S(=O)=O.F-C(-F)-F.c:c:n,1
C.C.Cl.Cl.Cl.O.C-C.C-C.Cl-c1:o:n:c(-c:c):c:1-C(-O)=O,1
C.I.C-C-N-C(-C)-C.C#C,1
N.N.O.C-O.C-O.C-O,1
C-N(-C)-C.C-c1:c:c:c(-S(-O)(=O)=O):c:c:1.F-C(-F)-F,1
C-C-C-C-N1-C-C-C(-O)(-c2:c:c:c:c:c:2)-C-C-1.C1-C-N-C-C=C-1,1
Br.C-C-C-C=O.F-C(-F)(-F)-C=O,1
C.C.C-C.O-C(=O)-C-C(=O)-[O&-],1
O.O=C1-C-C-C(=O)-N-1.c1:c:c:c(-P(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,1
Cl-C=O.C1-C-C-C-1,1
C.c.C-O.C-S(-Cl)=O,1
C.C.c1:c:c:n:c:c:1,1
O.O.C-C-c1:c:n:c(-C-C):c:n:1,1
C.C-[C&*&H1](-O)-C-O,1
Cl.C-C.C-C.N-C=N,1
I.O.C-O.C-O.C-O,1
Br.Br.[#50].C-C.C-C,1
Cl.C-C-N-C(-C)-C.C-C=C,1
C-C-O.C-C-O-C-C-O.Cl-c1:c:c(-F):c(-N-c2:n:c:n:c:c:2:c:c-[N&+](=O)-[O&-]):c:c:1-Cl,1
C-O.Cl-c(:n):n:c(-Cl):n,1
Br.C.C-O.C-O.C-C-N(-C)-C,1
C-C-c:o.C-S-c1:n:c(-C):c:c(-c2:s:c(-N-C(=O)-N-C-C-c(:c):n):n:c:2-C):n:1,1
Cl.Cl.O.c.Cl-S=O,1
I.O.O.[O&-].[O&-].[O&-].O=c,1
O.C-C-C.C-C(-C)-C-[#13&+],1
O.C-C(-C)-N(-C)-C(-C)-C.c:c:c:c:c:n:n.C1-C-C-N(-[P&+](-N2-C-C-C-C-2)-N2-C-C-C-C-2)-C-1,1
C.Cl.F.F.F.O.C-C.C-C-C,1
C.C-C.O=c:[n&H1]:c1:c:c:c:c:c:1,1
C-N-C.F-C(-F)(-F)-S(=O)-O-S(=O)(=O)-C(-F)(-F)-F.[O&-]-[n&+]:c:c.[n&H1]:c,1
O.C-C-[#14](-C)(-C)-C.C=O,1
O.C-c(:c):n(-C-c1:c:c:c:c:c:1):c:c:c:[n&H1].C-c1:c:c:c(-C=C):n:1-C-c1:c:c:c:c:c:1,1
Cl.N.C-C.C-C.C-C-N-C-C,1
Br.C.[O&-].C-C-O-C(-C)-O,1
C-C-B-C-C.C-c1:c:c:c(-S(=O)(=O)-N-N):c:c:1,1
C=S=O,1
C-C.C-C.C-N-C,1
C.C-C.C-C.C=C-c,1
O.O.C-C-[O&-].O-c1:c:c:c(-C-C-C(=O)-c2:c(-O):c:c(-O):c:c:2-O):c:c:1,1
F.O=c,1
O.O.C-O-N.Cl-C-C1-O-C-C-O-1,1
Cl.Cl.Cl.O.[O&-].C-O-C=O.Cl-C(-Cl)(-Cl)-O,1
Br.C-O-c:c:c(-I):c(-S-c1:n:c2:c(-N):n:c:n:c:2:n:1-C-C-C-N-C(-C)-C):c,1
Cl.C-C=O.C-C(-C)(-C)-O-C=O,1
Cl.c.c:c:n,1
C.O.O.S.C-c1:c:c:c(-S(=O)=O):c:c:1,1
C-O.C-C(-C)-C=O,1
[O&-].C-C(-C)-c1:c:c(-C(-C)-C):c:c(-C(-C)-C):c:1,1
Br.C-C.Cl-c1:c:c(-F):c:c(-c2:c:n:c(-C(-O)=O):s:2):c:1,1
C.C.O.[O&-].C-C-[#14&H1]-C-C,1
C-c1:c:c:c(-c2:c:n(-C-C(-O)=O):n:n:2):c:c:1.Cl-c:c:c(-N-c1:c:c:c(-F):c:c:1-F):c:c,1
Br.C.c,1
C.C.C-C-C.C-C(-C)-[N&-],1
O.[O&-].C-C.C-[C&*&H1]-[C&*&H1](-C-C-c1:c:c:c:c:c:1)-c1:c:c:c(-O-c2:c:c:c:c:c:2):c:c:1.C-C(-C)-C.C-C(-C)-C.C-[#14](-C)(-C)-C-C-O-C(=O)-C1(-C(=O)-O-C-C-[#14](-C)(-C)-C)-O-[C&*&H1](-C=O)-[C&*&H1](-C(=O)-[O&-])-O-1.O-C-c1:c:c:c:c:c:1,1
C.C-C=N-O.c1:c:c:c:c:c:1,1
C-O-c1:c:c:c:c2:c:1-C-C-[C&*&H1](-C)-N-2,1
O.S.[O&-].C-C(-C)-C.c:c:c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1
F.F.C-C(-C)(-C)-c1:n:c:c2:n:n:[n&H1]:c:2:n:1.Cl-C-c1:c:c:c:n:c:1,1
F.F.F.I.O.C-C.C-O.C-C(-C)(-C)-O-C(-N)=O.C-C1(-C)-O-B-O-C-1(-C)-C,1
O-C(=O)-C1-C-C-N-C-C-1,1
O.C-O.C-O.C-c1:c:c:c:c:c:1.O=C-C-C(-C(=O)-N-C1-C-c2:c:n(:c3:c:c:c:c:c:2:3)-C-C-O-C-C-N-C-1=O)-n1:c:c:c(-c2:c:c:c:c:c:2):c:1,1
Cl.Cl.O.C-C-C.C-C-C.C-C(-C)-C.O-C-C-O.c:c:c,1
C.Cl.C-C.C-O-c1:c:c:c:c:c:1-C.Cl-C=O.N-C-c1:c:c:c:c:c:1,1
F-C(-F)(-F)-C-C-C=O,1
C.C.O.C-C-N=C=N-C.C-c:c:n.c1:c:c:c2:n:n:n:c:2:c:1,1
Cl-C=O.O=C-O-C-c1:c:c:c:c:c:1.c:c:c,1
Br.C-C.C-C=N,1
C.O.O.C=C-C-O-C=O.N-c.N-C-C(-O)=O.[n&H1]:c:n,1
c.C-[#12].C=O.O-C-c1:c:c:c:c:c:1,1
C-N-C=O.Cl-P(-Cl)=O,1
Br.C.C.N#C-c1:c:c:c:c(:[n&H1]):c:1,1
C.F.F.F.N.O.O.O.O.C-N(-C)-C(-O-n:n:n)=[N&+](-C)-C.C-C(-C)(-C)-O,1
Br.C=C1-S-C(=O)-N(-c2:c:c:c3:c:c:c:c:c:3:c:2)-C-1=O,1
C.C.C.C.C-O.C-C-N1-C-C-N-C-C-1,1
Br.C-C(-Cl)-C-N(-C)-C.c:c,1
O=C-C-O-C(-c1:c:c:c:c:c:1)-C-c1:c:c:c:c:c:1,1
C-C=O.C-c1:c:c:c:c:c:1-[P&+](-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.C=O,1
F.F.F.n.C-C-O-C=O,1
C-C.C-C-C-C.C-N-c1:c:c:c(-C(-F)(-F)-F):c:c:1.C-C1-C-C-C-C-1.C-N(-C(=O)-N-c1:n:c(-C-C(-O)=O):c:s:1)-c1:c:c:c(-S(-C)(=O)=O):c:c:1,1
c.C-C=O.C-N-C.C-c1:c:c:c:c:c:1,1
Br.O.C-O.C=O,1
C-C-O.O=C1-C-C-C-N-C-1,1
C-O-C-C-O.C-C(-C)-C.O=C-[O&-],1
Cl-c(:c:c):c:c.c:n,1
O.O=c(:c-c1:c:c:c:c:c:1):c1:c:c:c:c:c:1,1
F-c1:c:c:c:c(-O-C-C-C-C-C(-F)(-F)-C(-F)(-F)-C(-F)(-F)-C(-F)(-F)-F):c:1-F.O-B-O,1
N.O-C-C1(-c2:c:c:c:c:c:2)-C-C-C-C-1,1
s.C-N(-C)-[P&+](-O)(-N(-C)-C)-N(-C)-C.c:c:c:c.n:n,1
O.O.O.O.O.c.C-O.C-C-O-C(=O)/C=C,1
C-N-C-c1:c(-c2:c:c:c(-F):c:c:2):o:c2:n:c3:c(:c:c:1:2)-C(-C)=C-C-C-N-3-S(-C)(=O)=O,1
Cl.C-C-O.O=c:[n&H1].c:s,1
O.C-C-N-C(-C)-C.C1-C-C-1,1
Cl.C-C(-C)-C1-C-C-C(-C)(-C(-O)=O)-C-1.Cl-C-C1-C-C-C-C-C-1,1
C.C.[#3].Br-c1:c:c:c2:c:c:[n&H1]:c:2:c:1.C-C-C,1
C-C(-C)(-C)-O.Cl-P(-Cl)=O,1
N.C-C-O-C(-N)=O,1
C.C-C.C-c1:c:n:c:c(-N-[C&*&H1]2-[C&*&H1](-O)-C-c3:c:c:c:c:c:3-2):n:1,1
C-C(-N)=O.O-S(=O)(=O)-c1:c:c:c:c:c:1.[O&-]-C-[O&-],1
Br.O=C-[O&-].O=[N&+]-[O&-].c1:c:c:c:c:c:1,1
N#C-c:c:c.c:c,1
Br.C-O-c(:c:c):c:c-C,1
C-C-[N&+](-C)-[O&-].C-C=C(-C)-C,1
S.Br-c1:c:c:c:c:c:1,1
Cl.Cl.C-C-C-C.C-C(-C)(-C)-O-C=O.O-B-O,1
C.Cl.C-c:c:c:c:c.n:c:n:c1:c:c:c:c:c:1,1
C.Cl.C-C-C-C-C.C-C(-C)-c1:c:c(-C(-C)-C):c(-c2:c:c:c:c:c:2-P-C2-C-C-C-C-C-2):c(-C(-C)-C):c:1,1
N.O.C-C-O-c1:c:c(/C=N):c:c:c:1-O-C(-C)-C.N#C-c(:c:c):c:c,1
O.O.C-N(-C)-C(-O)=[N&+](-C)-C.c:c:c,1
Cl.Cl.O.C-N(-C)-C-C-C-N=C=N.O-n:n:n.n:n,1
Cl.C-C.C-C-N-C-C.O=C-[O&-],1
C.O.O.Br-c1:c:c:c(-S(=O)-C-c2:n:c(-c3:c:c:c(-C(-O)=O):c:c:3):o:c:2-C):c:c:1.Br-c1:c:c:c(-S(=O)(=O)-C-c:n):c:c:1.O-C-c1:c:c:c:c:c:1.c:c:c:n,1
O.c.C-C-O-C=O.C-C-O-C(-N)=O,1
C-O-c1:c:c:c(-C):c:c:1.O-P(=O)(-O-c1:c:c:c:c:c:1)-O-c1:c:c:c:c:c:1,1
C.I.C-N-C=O.C-[#14](-C)-C(-C)(-C)-C,1
C.N.C-C.C-C-C.C-C(-O)=O,1
I-c1:c:c:c:c(-N-c2:n:c:n:c3:c:c:c(-N):c:c:2:3):c:1,1
C.O.S.[O&-].C-N.C-O.C-N-C(=S)-N1-C-C-c:c(:n:c-c2:c:c:c(-[N&+](=O)-[O&-]):c:c:2)-C-1,1
C.C.Cl.O.C-C-C-C.C-N-C(-C)=O,1
C.C-S(=O)=O.F-c1:c:c:c:c(-C-C(=O)-c(:c:c):c:c):c:1,1
C.C.O.C-S(=O)=O.C=O,1
C.F.C-C(-C)(-C)-[#14](-O-C-c)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1
O.C-n1:n:c(-O-C-c(:c-c2:c:c:c(-F):c:c:2):c(-C-O):o):c:c:1-C(-O)=O,1
C.C-C.C-C-O.C-C-O.C-O-C(=O)-c1:s:c:c(-c(:c):c:c:c):c:1-N,1
Br.O.O.O.C-C.C-c1:c:c:c:c:c:1.O=C(-O-C-c1:c:c:c:c:c:1)-c1:c:c:c:c(-C(=O)-O-C-c2:c:c:c:c:c:2):c:1,1
C.C-C(-C)-C-[C&*&H1](-N)-C(-O)=O,1
Cl.O.C-[n&+].C-C-N(-C)-C-C.c1:c:c:c:c:c:1,1
S-c1:c:c:c2:c(:c:1)-C-C-C-2,1
C-C-c1:c:c:c(-O-C):c(-O-C):c:1.Cl-c1:c:c(-F):c:c:c:1-O-C1-C-C-C-C-1,1
I.Cl-C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1
C-C1=C-c2:c:c3:c(:c:c:2-C-1)-c1:c:c:c:c:c:1-C-3(-C)-C,1
O.C-C1-C-C-c:c(:c:c)-C-1-N,1
O.C-C-O-C(=O)-c1:n:c(-N2-C-C-c3:c:c:c:c:c:3-C-2):s:c:1-c1:c:c:c(-C-O-c2:c:c:c(-c3:n:n(-C(=O)-O-C(-C)(-C)-C):c(-N):c:3-C#N):c:c:2):c:c:1.C-[#14](-C)(-C)-C-C-O-C-n1:c2:c:c:c:c:c:2:s/c-1=N\C=O,1
C-C-C.C-N(-C)-C.C-N(-C)-C(-O-n:n:n)=[N&+](-C)-C.c:n,1
Cl.C-C-N-C(-C)-C.C-S-C.N-C-C-O,1
O.O.O.C-C-O-C.C-C(-C)(-C)-O.O=C-O-C-c1:c:c:c:c:c:1,1
O.c:c1:c:c:c:c:c:1:c,1
C-C(-C)(-C)-[#14](-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.O-C-C1=C-C-C-c2:c:c:c:c:c:2-C-1,1
C.N.C-C-O.C-C-C-C.C-O-c:c:c.C-N(-C)-C.Cl-c1:c:c:c:c:c:1,1
N-N-C(=O)-c:c:c:c.c:n,1
C.C.C.C.C.C-C-O-c1:c:c:c:c(-I):c:1-O-C(-C)=O.C-C=C1-C-C(-C)-C-1(-C)-C.C-C1(-C)-C-C-C-1,1
C.C-C-C-C-[#50](-C-C-C-C)-C-C-C-C.F-C(-F)(-F)-S(-O)(=O)=O,1
C-C(-C)(-C)-C-C-N.Cl-c1:c:c:c:c:c:1-F,1
O.C-c1:c:c(-C):n:n:1,1
C.O.C-C.C1-C-N-[C&*&H1]-C-1,1
C-C(-O)-C(-C)=O,1
c.[n&H1]:c1:c:c:c:c:c:1:c-C1-C-C-C2(-C-C-1)-O-C-C-O-2,1
C-C(-C)(-C)-O.N-N-C=O,1
C.Br-C-C-c(:c):c:c:c,1
c.C=O.Cl-C(=O)-c(:c):c:c:c,1
C-C-c1:c:c:c(-F):c:c:1,1
C-C-C-I.C-C-O-C=O.C-O-C=O.Cl-c(:c):c:c:c.[n&H1]:c1:c:c:c:c:c:1,1
Cl.C-C(-C)-C.C-C(-C)(-C)-O-[#13&H1&-]-O-C(-C)(-C)-C,1
C-O-c1:c:c:c(-C):c:c:1.[O&-]-C-[O&-],1
F.C-C=O.C-O-c:c:c,1
Br.Br.C.C.O.[#3].[N&-],1
O.O.O.O=C1-C-C-C-C-C-1-c1:c:c:n:c:c:1,1
Cl.O.F-C(-F)(-F)-c:c:c-[N&+](=O)-[O&-],1
C-C-C.C-[C&*&H1](-O)-[C&*&H1](-C)-[C&*&H1]-O-[#14](-C)(-C)-C(-C)(-C)-C.C-C(-C)(-O)-C=C,1
F.F.F.C-O.C-O.O-C=O,1
O.Br-P(-C)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.c:c:c:c:c,1
C.C.O.s.N-c:c:c:c,1
I.C-N1-C(=O)/C(=C/c2:c:c:c:c(:[n&H1]:n):c:2)-c2:c:c:c:c:c:2-1,1
Br-c1:c:c:c(-c2:c:c:c:c:c:2):c:c:1.Br-c1:c:c:c(-c2:c:c:c:c:c:2-C(-Cl)(-C)-C=C):c:c:1,1
C-O-c1:c:c:c:c:c:1-[N&+](=O)-[O&-].C=O,1
C-[C&*&H1]1-O-[C&*&H1](-n2:n:c(-C):c:c:2-C)-[C&*&H1](-O)-[C&*&H1]-1-O,1
Cl.C-C-C-C-C(-C)-C-C,1
Cl.C-O-c:c.C-c(:n):c:c,1
N-C-c.c:n,1
