Leaving Group,Count
O.[O&-].[O&-].C-C-O,10
C-O-C(-N)=O,10
N.O.C-C(-C)-C,10
Cl.Cl.C-c1:c:c:c:c:c:1,10
C-c1:c:c:c(-S(-O)=O):c:c:1.c:c:c:c,10
Cl.Cl.O.[O&-].[O&-],10
C-c1:c:c:c:c:c:1.c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,10
N-C(=O)-c1:c:c:c:c:c:1,10
C-C-O.C=C,10
C-N(-C)-C-C-C-N=C=N,10
C.C.C.Cl.C-C(=C)-B(-O)-O,10
C.C-C=C,10
Cl.C1-C-C-O-C-C-1.c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,10
Cl-N-C=O,10
Cl.C-C(-C)-[O&-],10
C-O-C.C-O-C.C-O-C.C-O-C,10
C.O.c:c:c:c.c1:c:c:c(-P(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,10
N.c:c:c:c,10
O-c:c,10
C.C-C-C.C-C-C.O-C=O.[N&-]=[N&+]=N-P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,10
C-S(-N)=O,10
O.Cl-c:c,10
O-C-C(-O)=O,10
O-C1-C-C-O-C-C-1,10
C-C-O.Cl-[#12],10
Cl.C-C.C-C-C.Cl-c:c-[N&+](=O)-[O&-],10
Cl.O.C-C1(-C)-O-B-O-C-1(-C)-C,10
C-C-O-C=O.C-C=O,10
C.O.O-c1:c:c:c:c:c:1,10
O.C-C-C-C-C.N-C1-C-C-C-C-C-1,10
O.c.C-O,10
O.C-C(-O)-O,10
C.C-C.C-C.O-C=O.[N&-]=[N&+]=N-P(-O-c1:c:c:c:c:c:1)-O-c1:c:c:c:c:c:1,10
C-[#14](-C)(-C)-C-C-S(=O)=O,10
C.Cl.O.O.C-C(-C)-C,10
C.C.F.N,10
C.O-S(=O)(=O)-c:c:c:c:c,10
Br.Br-c1:c:c:c:c:c:1,10
N.O.[B&H3&-].[O&-].[O&-],10
Cl.Cl.C-C-N-C-C,10
Cl.O.c:c,10
Cl.C-C.C-C.C-C.C-N,10
C.Cl.O.C=O,10
Br.C.O.O.[O&-],10
Cl-C-C-C-N-c1:c:c:c:c(-C2-C-C-N-c3:c(-C(-N)=O):c(-c4:c:c:c(-O-c5:c:c:c:c:c:5):c:c:4):n:n:3-2):c:1,10
F-C(-F)(-F)-S(-O)(=O)=O.F-C(-F)(-F)-S(-O)(=O)=O,10
Br-B-Br.C-O,10
O.O.O.O.[O&-].[O&-].[O&-].[O&-],10
O.C-[#14](-C)-Cl,10
Cl.O-C-C-O,10
C-O-C-C=O,10
C.O-S(=O)(=O)-c:c,10
C.C1-C-C-N-C-1,10
C-O.C-C(-C)-C.C-C1-C-C-C2-C-C-1-C-2(-C)-C,10
O.C-C-O-C=O.C-N-C.C-[N&+]-C.c1:c:n:c2:n:n:n:c:2:c:1,10
Cl.O.[O&-].C-C,10
C.O.O=C-O-C-c1:c:c:c:c:c:1,10
O.O-N1-C(=O)-C-C-C-1=O.O=C1-C-C-C(=O)-N-1,10
Cl.N-c1:c:c:c:c:c:1,10
C.C-C-O.C-C-O,10
C-C(=O)-O-C=O,10
C-[N&H2&+],10
C=O.O=C-c1:c:c:c:c:c:1,10
O-S(=O)(=O)-c(:c):c,10
C.N-C1-C-C-N(-C-C-N2-C-C-C-C-C-2)-C-C-1,10
C.C.C-C(-O)=O,10
C.C.O.C-C-N-C(-C)-C,10
C.C.C-C(-C)-O,10
Br.C.[#3].C-C,10
Br-[#12].C-C=O,10
O.[N&-].[O&-],10
F.C-O-C-C-[#14](-C)(-C)-C,10
C-c1:c:c:c(-S(-O)(=O)=O):c:c:1.C-C1(-C)-O-B-O-C-1(-C)-C,10
O.Cl-C-C=O,10
C-C-N(-C)-C.O-C=O,10
O-C1-C-C(=O)-N-C-1=O,10
Cl.Cl.O.C-C-C,10
C-C-O.O=C-c1:c:c:c:c:c:1-C=O,10
O.C-O-N,10
O.n.C-N(-C)-[P&+](-O)(-N(-C)-C)-N(-C)-C,10
C-C=O.F-C(-F)(-F)-C-O-C(=O)-C(-F)(-F)-F,10
C.C.C.C.O.C-C,10
C.C.Cl.Cl.C-C,10
n.C-C-N-C,10
Cl-c1:c:c:c(-S(-O)(=O)=O):c:c:1,10
Br.N.C-C.C-C.C-C,10
C-C.c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,10
C.C-N.C-O,10
I.O=[N&+]-[O&-],10
C.O.O.[O&-].[O&-],10
N-S(=O)(=O)-c1:c:c:c:c:c:1,10
O.Br-P(-Br)(-Br)-Br,10
[O&-].O-S(=O)=O,10
C-N-O-C.I-[#12],10
c1:c:c:c2:c:c:c:c:c:2:c:1,10
I.I.O,10
O.O-c1:n:c2:c3:c:c:c:c:c:3:o:c:2:c2:c:c:c:c:c:1:2,10
C-C(-Cl)=O,10
C.C.Cl.c:c:c:c:c,10
Cl.Cl.C=O.c1:c:c:c(-P(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,10
C.C-C(-C)-O,10
C.O=C-[O&-],10
O.C-N=C=N-C-C-C-N(-C)-C,10
C.C-C.C-C-O-C=O,10
C-c1:c:c:c:c(-O):c:1,10
C-C-C-C.C-N-C,10
C-N-C.C-C(-C)-C.O-C=O,10
C.Cl.C-N.C=O,10
C-C=O.C-C(-C)-C,10
C-C.C-O-C-C-[#14](-C)(-C)-C,10
O.F-C(-F)(-F)-C-O,10
O.[O&-].C-C-O.C-C-O.C-C-O.C-C-O-C=O,10
O=C1-N-c2:c:c:c:c:c:2-C-N-1-C1-C-C-N-C-C-1,10
Br.C-[N&+](-C)-C,10
C.Cl.C-C(-C)-O-B(-C=C)-O,10
C.C.C-C-[C&*&H1]1-C-N2-C-C-[C&*&H1]-1-C-[C&*&H1]-2-[C&*&H1](-O-c1:n:n:c(-O-[C&*&H1](-[C&*&H1]2-C-[C&*&H1]3-C-C-N-2-C-[C&*&H1]-3-C-C)-c2:c:c:n:c3:c:c:c(-O-C):c:c:2:3):c2:c:c:c:c:c:1:2)-c1:c:c:n:c2:c:c:c:c:c:1:2.C=C-c,10
Br.C.O.[O&-].[O&-].O-B-O,10
O.C-O.C-O.C-O,10
C.C-C-C.C-C-C,10
O.C-N(-C)-C(-O)=[N&+](-C)-C.c:c:c:c.n:n,10
Cl.C-S-C,10
O.C=O.O-C-c1:c:c:c:c:c:1,10
Br.O.C-c1:c:c:c(-S(=O)=O):c:c:1,10
C-C-[N&-]-C(-C)-C.I-c:c1:c-C(=O)-N-C-1=O.c1:c:c:c(-[P&+](-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,10
O=c1:c:c(-O-C-c2:c:c:c:c:c:2):c:c:n:1,10
C.Cl.C-C(-C)(-C)-O-C=O,10
C.C-C=O.C-C=O,10
S=C1-N-C-C-S-1,10
C-c1:c:c:c:c:c:1.C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,10
O-B-O.O-C(=O)-C-C-c1:c:c:c:c:c:1,10
[C&-],10
O.C-O.C-N-C,10
Cl.Cl.O.C-C,10
Cl.C-O-C,10
C-C(-C)-N(-C(-C)-C)-C(=N)-O,10
C-C-C-C-[#50](-C-C-C-C)-C-C-C-C.F-C(-F)(-F)-C(-O)=O,10
Br-C-C.c:c:c:c:c,10
Br-c1:c:c:c:c:c:1,10
C-C(-C)-C.c1:c:c:n:c:c:1,10
O.O.[O&-].C-C=O,10
C.O.C-C=O.O=[N&+]-[O&-],10
C-S-C-c1:c:c:c:c2:c(-C(-c3:c:c:c(-Cl):c:c:3)-c3:c:c:c(-Cl):c:c:3):c:[n&H1]:c:1:2,10
C.C.C.I.O,10
C-N-C-N(-C)-C,10
C-C=O.C-S(-O)(=O)=O,10
I.O=C-O-C-c1:c:c:c:c:c:1,10
O.O.F-c(:c):c(-O-C-C-N1-C-C-C-C-C-1):c:c,10
C-C.F-C(-F)(-F)-C=O,10
C-C(=O)-C-C(-O)=O,10
[O&-].O=C-[O&-],10
C.C1-C-C-O-C-C-1,10
O.O.C-C-O.C-C-O,10
Br.F.O-B-O,10
O=S(-[O&-])-S(=O)-[O&-],10
[O&-]-[I&+3](-[O&-])-[O&-].c:c:c,10
C-C(-C)(-C)-O-C=O.F-C(-F)(-F)-C=O,10
C-C-O.C-C(-C)(-C)-O-C=O.c:c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,10
C.Cl.Cl.C-C-N-C-C,9
Cl-c1:c:c:c:c:c:1-C-O-O,9
O-C/C=C(\c1:c:c:c:c:c:1)-c1:c:c:c(-C#C-C-N2-C-C-O-C-C-2):c:c:1.c:c:c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,9
C-O-c1:c:c:c:c(-F):c:1-c1:c:c:n:c:c:1-N-C-C(-F)(-F)-F,9
C.O.C-C-O-C=O.c:c:c:c,9
F.O.O.[O&-].[O&-],9
C-C=C(-C(=O)-O-C(-C)-C)-C-c1:c:c:c:c(-[N&+](=O)-[O&-]):c:1,9
Br.c,9
C.O.o,9
Cl.C-O-C-C-O-C,9
Cl.N.C-C-O.O=S1-C-C-C-C-1,9
C-N-C(=O)-O-C(-C)(-C)-C.N-C-C-c,9
C.O.F-C(-F)(-F)-C=O,9
O.C-C(-C)-C.O=C-[O&-],9
C.S-c1:c:c:c:c:c:1,9
N=O,9
C-S-C(-O)=S,9
Br-[#12].C-C,9
O.[O&-].[O&-].C-C(-O)=O,9
C-Cl.C-Cl.Cl-C-C-C-Cl,9
C-c1:c:c:c(-S(=O)=O):c:c:1.C-c1:c:c:c(-S(=O)=O):c:c:1.C-c1:c:c:c(-S(=O)=O):c:c:1.C-c1:c:c:c(-S(=O)=O):c:c:1.C-c1:c:c:c(-S(=O)=O):c:c:1,9
n:n.C1-C-C-N-C-1,9
Cl.C-C-C-C-C,9
C-C-O-C.O-C=O.O=P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.[N&+]=[N&-],9
C-C-O-C(-C)-O-C-C,9
C-C-O-C.C-C=O,9
C-C.O=C-O-C-c1:c:c:c:c:c:1,9
C.O.Cl-P(-Cl)=O,9
O.Cl-S-Cl,9
C.C.C-C.C-C-C,9
C.C-C.C-C.C-N,9
O.O.[O&-].C-Cl,9
I.O.[O&-].[O&-].C-N-C=O,9
C.C-O.C-O.C-O,9
[O&-].O=C1-C-C-C(=O)-N-1,9
C-N-O-C.C-O-C.C-N(-C)-C,9
F.F.F.O.O-C=O,9
O.C-N(-C)-C(-O)=[N&+](-C)-C.n:c:c:c:c:n:n,9
O.O.C-C-C.C-C(-C)(-C)-O-C=O,9
Br-[#12].C-S(=O)=O,9
[O&-].[O&-].[O&-].[O&-],9
C-C-O-C(=O)-N(-C)-C-C.N-c:c,9
C.C-O-C(-C)=O,9
C.C-C.C-C.C-C.C-C.O-B-O,9
O-C(=O)-c1:c:c:c:c:c:1-C=O,9
O.C-C.O-S(=O)=O,9
O.O=C-n1:c:c:n:c:1.c:n:c,9
O.C-C.C-C-O-C-C,9
O.C-I.C-C-O,9
Cl.C-C-O-[C&*&H1]1-C-c2:c:c:c:c:c:2-[C&*&H1]-1-N-c1:n:c(-C-C):c:n:c:1-C-C.Cl-c(:c):c:c,9
[O&-].C-Cl,9
Cl.Cl.O.O.C-S,9
O.[O&-].[O&-].C-C=O,9
S.Cl-S(=O)=O,9
[O&-].C-C(-C)-C,9
O.C-N(-C)-S(-F)-F,9
O.[O&-].O=C-O-C-c1:c:c:c:c:c:1,9
C.C.C.C.C,9
Br.C-C.C-C-C-C-C(-C-C-C-C)=C-[#50&H3],9
Cl.[n&H1]:n,9
C.C-C#N,9
C.C.C.C=O,9
O.C-N.C-C-O,9
O.C-O-C=O.O=C1-C-C-C(=O)-N-1,9
C-C.C-C-O-P-O-C-C,9
Cl-c1:c:c(-Cl):c(-O):c:c:1-Cl,9
C.C.N.C=O,9
O.C-C(-C)-C.C-C(-C)-N-C(-C)-C,9
O.C-[#14](-C)-C=[N&+]=[N&-],9
Cl.Cl.C-C.C-C-N-C-C,9
Cl.Cl.N,9
C-[N&H1&+]1-C-N-C=C-1,9
Cl.c1:c:c:n:c:c:1,9
C-C.c:c:c:c,9
Br.C-O.O-B-O,9
C.F.C-C.C-C,9
Br.O.[O&-].C-O,9
Cl.O.C-N1-C-N(-C)-C-N(-C)-C-1,9
C-C(-C)(-C)-O-C=O.O-N1-C(=O)-C-C-C-1=O,9
Cl.O-C-c1:c:c:c:c:c:1,9
C-C-C(-C)(-C)-O-C=O,9
O.O.C-O.C-O,9
Br.Br.Br.O,9
C-C1(-C)-N-C(=O)-N(-I)-C-1=O,9
O.O.C-C(-C)-C-C-O,9
Br.C-C.C-C-C-C-O-B(-O)-C=C,9
C-O-C.C1-C-C-O-C-C-1,9
F.C-O-c1:c:c:c(-C):c:c:1.C-O-c1:c:c:c(-C):c:c:1,9
O.O=S(=O)-c1:c:c:c:c:c:1-[N&+](=O)-[O&-],9
Br.C.O.C-C(-C)(-C)-O,9
O.O.C-C(-O)=O.O-C=O,9
O.C-O.C-c1:c:c:c:c:c:1,9
C.F.C-C,9
Cl.O.O.c:c:c(-C1-C-C-N-C-C-1):c:c,9
O=[N&+]-[O&-].c:c:c,9
C.C-O-C-C-O,9
C-C(-C)-C.C-C(-C)(-C)-O,9
O=S(=O)-c1:c:c:c:c:c:1.O=S(=O)-c1:c:c:c:c:c:1,9
O.C-C-O.C-C-O-C=O,9
Cl.Cl.Cl.O.O,9
N.C-C-C.C-C-C,9
C1-C-C-1,9
F-c1:c:c:c:c:c:1.O-B-O,9
O.[O&-].C-O-C-C-[#14](-C)(-C)-C,9
I.O.O-B-O,9
O.C-N(-C)-C(-O-n(:n):c:c)=[N&+](-C)-C,9
C.Cl.O.C-C-N-C-C,9
Cl.N-C=O,9
N.c,9
O-C(=S)-n1:c:c:n:c:1,9
Br.[#3].C-C,9
Br-[#12].C-C-O-C=O.C-C=O,9
O.C-C(-C)-O.C=O,9
C-C-O-C-C.C-S(=O)=O,9
Cl.O.S.C-S.O-O-C(=O)-c(:c):c:c:c,9
Cl.C-O-c1:c:c:c(-C):c(-O-C):c:1,9
C-C(-C)-N-C(-C)-C.Cl-c1:c:c:c:c(-C-O-O):c:1,9
O.O.O.C-C(-C)(-C)-O,9
C-C.C-C-C-C,9
O.Cl-c1:c:c(-Cl):c:c(-Cl):c:1.Cl-c1:c:c(-Cl):c(-O):c(-Cl):c:1,9
C.C.C.O-C=O,9
C.O.C-[#14](-C)(-C)-C-C-O,9
N-[C&*&H1](-C-O)-c1:c:c:c:c:c:1.O-S(=O)=O,9
C-O.c:c:c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,9
O.O.O.C=O,9
Cl.C-N-O-C,9
C.C-C-O.C=O,9
C-C-N=C=N-C.C-N-C,9
Br.Br-C,9
Br.O-B-O.O=S(=O)-c1:c:c:c:c:c:1,9
O.C-C-P(=O)-C-C,9
O.[O&-].C-c1:c:c:c:c:c:1.C-c1:c:c:c:c:c:1,9
Cl.C-C.F-C(-F)(-F)-C=O,9
Cl.Cl.C=O,9
C.C.Cl.C-C.C-C-O,9
O.O.Cl-c1:c:c(-F):c:c(-c2:c:c:n:n:2-c2:c:c:c:c:n:2):c:1,9
C.O.Cl-S=O,9
C.O.O.C-C-C,9
C=C-C-O.O-C=O,9
C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1.c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,9
C.Cl.O.C-O,9
O.[#11],9
F.C-S(=O)-C-C-O,9
C.O.O.[O&-].C=O,9
Br.C-[#14](-C)-C(-C)(-C)-C.C-[#14](-C)-C(-C)(-C)-C,9
Cl.O.C-C.C-C.C-C.O-C=O.c:c,9
O-[Cl&+3](-[O&-])-[O&-],9
Br.Br.C-N-C,9
O.C-C-N=C.C-N-C,9
B-O-[O&-],9
I.C-C(-O)=O,9
Cl-c:n,9
O.C-c1:c:c:c(-C(=O)-C-n2:c:c:c(-O-C-c3:c:c:c:c:c:3):c:c:2=O):c(-C):c:1,9
Cl.O.O.O.O,9
Cl.Cl.Cl.C-C-N-C-C,9
O.C-[#14](-C)-C(-C)(-C)-C.C-[#14](-C)-C(-C)(-C)-C,9
Cl.N.C-C-O,9
N.O.O.O.[B&H3&-],9
[#34],9
Br.c:c:c:n,9
O.C-Cl.C-N-C,9
I.C-Cl,9
Br.c:c:c:c:c.P(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,9
O.C-C(-C)=O,9
O.C-c:o.C-c1:c:c:c:c:c:1,9
C.O.O.[C&-],9
C.C.C-C.Cl-C(-Cl)-Cl.Cl-C(-Cl)(-Cl)-O-C=O,9
C.C.[O&-]-C(-[O&-])-[O&-],9
Cl.O.C-C-Cl,9
C-O-C(=O)-C=O,9
Br.C.C-[#14](-C)-[N&-]-[#14](-C)(-C)-C,9
Br.Cl.Cl.O,9
F.F.O=C-[O&-],9
C.O.C1-C-O-C-C-N-1,9
Cl.Cl.Cl.O-C-[O&-],9
O.[B&H3&-].C-N,9
O.[O&-].c,9
Br.C-C-C-C-[#50](-C-C-C-C)-C-C-C-C.C-C(-C)(-C)-O-C=O,9
Br.Br.C.O-B-O,9
C-C-C-C.F-C(-F)(-F)-S(-O)(=O)=O,9
O.I-[#12],9
C-C(-C)-C-C(-C)(-C)-C,9
O.C-O-C(-C)=O,9
S.S,9
[O&-].F-C(-F)-F,9
C-C-C-C(-O)=O,9
N.C-C-[O&-],9
C-O.C1-C-C-O-C-C-1.c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,9
C-[#14&H1]-C.C-C(-C)-C,9
C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-O-C=O,9
C-N.C-N,9
[O&-].C-c1:c:c:c(-S(-Cl)=O):c:c:1,9
O.C-C-C.C-C(-C)(-C)-O-C=O,9
O.O.C-C(-C)-C.C=O,9
C-C-O-C.C-C-O-C,9
Cl.S.[O&-].O-O-C=O.S-c1:c:c:c:c:c:1,9
Cl.Cl.O.C-O,9
Cl.Cl.S.c:c:c:c,9
O.Br-C-c,9
[B&H3&-].C=O,9
Cl.[O&-]-C-[O&-],9
C.O.O.O.[O&-].[O&-],9
C.O.C-C(-C)(-C)-O.C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-O-C=O,9
C-C.O-C(=O)-C-c:c:c:c,9
C-C.C-C.C-C(-C)(-C)-O-C=O,9
Cl.C-C(-C)(-C)-C=O,9
Cl-c1:c:c:c(-C=O):c:c:1,9
I.N#C-[#30],9
C.C.Cl.C-C.C-N.C-C-C,9
C.O.Br-[#12].C-C-O,9
Br.O.Cl-S=O,9
Br.C.C.C-C-O.O-B-O,9
Br.C-O-c1:c:c:c(-C):c:c:1.O-B-O,9
O.O.O.C-O.C-C(-C)(-C)-O-C=O,9
F.C=O,9
Cl.C-C.c:c:c:n,9
C.O.C-N.C-C-C-N=C=N-C-C,9
Br.C-C(-C)(-C)-C=O,9
Cl.O=c,9
N.C-c1:c:c:c(-S(=O)=O):c:c:1,9
C.C-N-C=O.C-S(-O)(=O)=O,9
C.C.C.O.C-C-N-C(-C)-C,9
O.O=C(-[O&-])-n1:c:c:c:c:c:1=O,9
B-O,9
I.O-S(=O)=O,9
Cl.C-c1:c:c:c:c:c:1.Cl-S(=O)(=O)-c1:c:c(-C(-O)=O):c:c:c:1-c1:c:c:c:c:c:1,9
C-[#14](-C)-C(-C)(-C)-C.C-[#14](-C)-C(-C)(-C)-C.C-[#14](-C)-C(-C)(-C)-C,9
O.C-C(-C)-N(-C)-C(-C)-C,9
Br.C-O.C-O-C-O,9
C-C.C-C-O.c1:c:c:c(-C(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2):c:c:1,9
O.C=O.O=C-c1:c:c:c:c:c:1,9
C.C-c1:c:c:c(-S(-O)(=O)=O):c:c:1,9
O.O.C-Cl,9
C-N-C.C-N=C=N,9
I.C-c1:c:c:c(-S(=O)=O):c:c:1,9
C.F.C-N,9
N.O.C-C.C-C,9
I.C-C(-C)(-C)-O-C=O.C-C(-C)(-C)-O-C=O.O-B-O,9
Cl.C-C(-C)-N-C(-C)-C,9
C.C-C(-C)-N-C(-C)-C,9
C.O-S(=O)=O.c:c:c,9
C.N.O.C-C-O-C-C,9
C.O.[N&+]=[N&-],9
I.C-C-O-C=O,9
Cl-C(=O)-c1:c:c:c:c:c:1.O=[N&+]-[O&-],9
O-n1:n:n:c2:c:c:c:n:c:2:1,9
O.[O&-].n:n:c1:c:c:c:c:c:1,9
Br-C1=C-C(-Br)(-Br)-C=C-C-1=O,9
C-C.C-C.C-C-O,9
C-C(-C)(-C)-O-C=O.O-C=O,9
Cl.C-c1:c:c:c:c:c:1.C-c1:c:c:c:c:c:1,9
Br-N-C(=O)-C-C,9
C.C.C.Cl-c1:c:c:c:c:c:1-C-n1:n:n:c2:c(-Cl):n:c:n:c:2:1,9
Cl.Cl.C-O.C-O,9
C-C-O-C(=O)-C=O,9
C-O.C-C-O-C,9
C=C-C-O,9
Br.C-C.C-C-C-C-[#50](-C-C-C-C)-C-C-C-C.O=C1-C-C-C(=O)-N-1,9
C-C.c1:c:c:c:c:c:1,9
Cl.F-C(-F)-F,9
Cl.Cl.Cl.Cl.c,9
Cl.Cl.Cl.Cl-c(:n):c(-F):c:n,9
O.[O&-].C-C(-C)-C,9
S=C(-n:c:c:n)-n1:c:c:n:c:1,9
C-C-C=C,9
O.o.C=O,9
C.C-O-C-N(-C)-C,9
Br.O-C(=O)-c1:c:c:c:c:c:1,9
F.C-N-C=O,9
C.O.O.c,8
F.Br-[#12],8
F.[#11],8
C.Cl.C-C.C-C.C#N,8
Br.O.C-C(=O)-c1:c:c:c:c:c:1,8
C-C-O.C-C-O.C-C(-O)=O,8
Cl.C-N,8
F.F.F.O.O.C-C(-C)(-C)-O,8
C-C-C.C-C(-C)-O-C(=O)-[C&*&H1](-O)-[C&*&H1](-O)-C=O,8
Br.O-c1:c:c:c:c:c:1,8
C-C(-C)(-C)-O-C(-O)=O.O=S(=O)-c1:c:c:c:c:c:1-[N&+](=O)-[O&-],8
O.O-n:n.c:c,8
S.Cl-P(-Cl)(-Cl)-Cl,8
Br.C.C-N.C=O,8
Cl.C-O-c(:c-S(-Cl)(=O)=O):c:c,8
C.C-O.C-C-C,8
C-[#30],8
N.c.Cl-[#12],8
C.O.C-C.C-C-C.C-C-C,8
Br.O.C-C.C-C-O,8
O.C-C-C-C-C.N=C=N-C1-C-C-C-C-C-1,8
C-N1-C-C-C-C-1,8
O.C-C=O.C-C=O.C-C=O.C-C=O.O=C-O-C-c1:c:c:c:c:c:1,8
O.C-S.C-S,8
O.C-O.C-C-C-C,8
[#3].C-C-C.C-C(-C)-N,8
F-[#54],8
O.O.C-C(-C)(-C)-O-C=O.F-C(-F)(-F)-C-O,8
S-c1:n:c2:c:c:c:c:c:2:s:1,8
I.c1:c:c:c:c:c:1,8
O.C-[#14](-C)-C.C-[#14](-C)-C.C-C(-C)(-C)-O-C=O,8
N.O.O-n(:n):c1:c:c:c:c:c:1,8
C.C.C-c1:c:c:c:c:c:1,8
Cl.O.Cl-c1:c:c:c(-c):c(-Cl):c:1,8
N.C-C.C-C=O,8
C.C.O.C-C=O,8
O.[O&-].C-O-c1:c:c:c(-C):c(-O-C):c:1.C1-C-C-O-C-C-1,8
[#12&+].C-C.C-C-O-C=O,8
Br-[#12].C-C-O-C,8
Br.C.C.C-C-C.C=O,8
C.F.O.[O&-],8
C-C-c1:c:n:c(-C-C):c(-N-[C&*&H1]2-[C&*&H1](-O)-C-c3:c:c:c:c:c:3-2):n:1,8
O.O.O.O.C-C,8
N.O=S(-[O&-])-[O&-],8
I.C#N,8
C-c1:c:c:c:c:c:1.F-C(-F)(-F)-C(-O)=O,8
F-c1:c:c:c(-C=O):c:c:1,8
C.Cl.Cl-[#12],8
Cl.Cl.O.C-C(-O)=O,8
O.C-C-O-C=O.C-C(-C)(-C)-O,8
Br.c1:c:c:c2:n:n:n:c:2:c:1,8
O.O=S(=O)-c1:n:c2:c:c:c:c:c:2:s:1,8
C.C.O.O.O.[O&-],8
[C&*&H1]-c1:c:c:c:c:c:1,8
O.O.[O&-].[O&-].[O&-],8
C.O.C-N-C.O-n1:n:n:c2:c:c:c:c:c:2:1,8
F.O.C-O.C-c1:c:c:c:c:c:1,8
C-C-O.c:c:c:c:c,8
O.n:n,8
O.O-C=O.O=C(-n:c:n)-n1:c:c:n:c:1,8
O=S(=O)-[O&-].O=S(=O)-[O&-],8
[o&+],8
Cl.c.O=C1-C-C-C(=O)-N-1,8
O-c1:c:c:c:c:c:1-[N&+](=O)-[O&-],8
C-O.C-S=O,8
C-c1:c:c:c(-S(=O)=O):c:c:1.C-C(-C)(-C)-O-C=O,8
O.C-C.C-C-O-C.O-C-c1:c:c:c:c:c:1,8
F.F.F.O.C-C(-C)(-C)-O-C=O,8
C.C-N-O-C,8
C-C=O.C-C=O.C-C=O.C-C=O.C-C=O.C-C=O,8
C.C.O.c:c:c,8
C-C.C-N-C.C-N(-C)-[P&+](-O)(-N(-C)-C)-N(-C)-C.F-[P&-](-F)(-F)(-F)-F.n:n,8
O.Br-B-Br,8
C-C.O=C-c1:c:c:c:c:c:1,8
C-C(-C)-C.C-[#14](-C)-C(-C)(-C)-C,8
O.C-C-O.C-C-O-C(=O)-N=N,8
C-C(=C)-C=O,8
Br.C-O.C-N-C,8
Br.C-C-C-C-[#50](-C-C-C-C)-C-C-C-C.C-O-C-C-[#14](-C)(-C)-C,8
Cl.Cl.[#19].[#19],8
O.O.O.O.C-c1:c:c:c:c:c:1,8
C-C-C.O=C-N1-C(=O)-O-C-[C&*&H1]-1-C-c1:c:c:c:c:c:1,8
Br.O.O-C=O,8
N.c:c:c,8
N.Cl-c,8
I.C-C.C-C1(-C)-O-B-O-C-1(-C)-C,8
C.C.Cl.c.C=O,8
C-C1(-C)-C-O-B-O-C-1.F-C(-F)(-F)-S(-O)(=O)=O,8
O.C-C.C-C-O-C(=O)-C=C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1:c-C#N,8
C-C(-O)=O.C-c1:c:c:c:c:c:1,8
O.C-N(-C)-C(-O)=[N&+](-C)-C.n:c1:c:c:c:n:c:1,8
C.C.C=O.O-C=O,8
C.C-Cl.c:c:c:c:c,8
Br.B1-C2-C-C-C-C-1-C-C-C-2,8
Cl.Cl.[O&-]-[I&+3](-[O&-])-[O&-],8
C-C.C-C.C-C-O-C=O,8
C-N.c1:c:c:c:c:c:1,8
C.O=C-c1:c:c:c:c:c:1-C=O,8
Cl.Cl.O.[O&-].c1:c:n:c:n:1.c1:c:n:c:n:1,8
C-C(-C)(-C)-O-C(=O)-N1-C-C-N-C-C-1,8
C-C-C-C1=N-C-C-C-N-1,8
C.O.C-C(-C)-[O&-],8
O.C-O-S(-O)(=O)=O,8
C-O.Cl-S=O,8
C-C=O.C-[#14](-C)-C(-C)(-C)-C,8
Br.O.C-N-C,8
C-O-C-C-[#14](-C)(-C)-C.C-C(-C)(-C)-S=O,8
C.C-C-O-C-O-C-C.C-O-C(=O)-c1:s:c:c(-c2:c:c:c:c:c:2):c:1-N,8
Br.O.C-C-O-C-C,8
C#N.O=C-[O&-],8
C.C-O.C-[#14](-C)-C(-C)(-C)-C,8
C-C-C-C-C-C=O,8
F.O-C=O,8
